구역이름,날짜,내온평균,내부습도,배지온도,CO2,외부온도,풍향,풍속,광량,누적일사,강우신호,
1 구역,="2024-11-19 10:15:47",21,97.1,21,1797,7.02,220,1,409,168,0,
1 구역,="2024-11-19 10:16:49",21.3,95.1,21.3,1797,7,229,1,404,170,0,
1 구역,="2024-11-19 10:17:51",20.95,97.1,20.9,1797,7.06,227,0.5,412,173,0,
1 구역,="2024-11-19 10:18:53",20.75,98.4,20.7,1797,7.14,227,0,359,175,0,
1 구역,="2024-11-19 10:19:55",20.55,97.9,20.5,1797,7.2,228,0,337,177,0,
1 구역,="2024-11-19 10:20:56",20.15,98.8,20.1,1797,7.26,229,0.5,335,179,0,
1 구역,="2024-11-19 10:21:58",19.75,99.1,19.8,1797,7.46,229,0,294,181,0,
1 구역,="2024-11-19 10:22:59",19.05,99.9,19,1798,7.5,228,0.5,281,183,0,
1 구역,="2024-11-19 10:24:01",18.75,99.7,18.7,1798,7.54,249,1,280,185,0,
1 구역,="2024-11-19 10:25:03",18.3,99.9,18.3,1798,7.52,249,0.5,273,187,0,
1 구역,="2024-11-19 10:26:04",17.85,99.9,17.8,1796,7.66,252,0.5,301,188,0,
1 구역,="2024-11-19 10:27:06",17.95,99.2,18,1799,7.58,234,1,324,190,0,
1 구역,="2024-11-19 10:28:07",18,99.9,18,1798,7.56,239,2.1,340,192,0,
1 구역,="2024-11-19 10:29:09",18.25,99.4,18.2,1798,7.68,251,2.1,414,194,0,
1 구역,="2024-11-19 10:30:11",18.8,96.9,18.8,1796,7.74,243,2.6,576,198,0,
1 구역,="2024-11-19 10:31:12",18.8,96.1,18.8,1797,7.74,252,2.1,654,201,0,
1 구역,="2024-11-19 10:32:14",19.3,96.4,19.3,1796,7.82,248,2.1,619,205,0,
1 구역,="2024-11-19 10:33:15",19.65,96.2,19.6,1797,7.86,243,2.6,425,209,0,
1 구역,="2024-11-19 10:34:17",19.65,96.5,19.6,1798,7.88,243,1,272,211,0,
1 구역,="2024-11-19 10:35:19",20,94.9,19.9,1798,7.92,214,1.5,276,212,0,
1 구역,="2024-11-19 10:36:20",20.55,94.2,20.5,1798,7.84,230,1,368,214,0,
1 구역,="2024-11-19 10:37:22",20.45,96.4,20.4,1797,7.84,240,1.5,431,217,0,
1 구역,="2024-11-19 10:38:24",20.85,96.2,20.8,1797,7.86,232,1.5,481,219,0,
1 구역,="2024-11-19 10:39:25",21,98.3,21,1798,7.9,216,1,544,223,0,
1 구역,="2024-11-19 10:40:27",21.1,98.2,21.1,1796,8.02,209,0.5,509,226,0,
1 구역,="2024-11-19 10:41:29",21.8,94.8,21.8,1798,8.12,241,0,457,229,0,
1 구역,="2024-11-19 10:42:30",22.15,96.4,21.9,1798,8.22,209,1,485,232,0,
1 구역,="2024-11-19 10:43:32",22,99,22,1798,8.34,217,1.5,564,235,0,
1 구역,="2024-11-19 10:44:34",21.75,99.9,21.7,1798,8.4,257,1,558,238,0,
1 구역,="2024-11-19 10:45:35",22.2,96.2,22.2,1797,8.46,257,1.5,513,242,0,
1 구역,="2024-11-19 10:46:37",22.3,96.1,22.3,1799,8.56,253,0.5,535,245,0,
1 구역,="2024-11-19 10:47:38",22.05,96.8,22,1797,8.58,235,1,561,248,0,
1 구역,="2024-11-19 10:48:40",22.1,97.4,22.1,1797,8.66,247,0.5,542,251,0,
1 구역,="2024-11-19 10:49:42",22.55,96.1,22.5,1797,8.78,207,2.1,498,255,0,
1 구역,="2024-11-19 10:50:43",21.95,98.3,21.9,1798,8.82,224,2.6,391,257,0,
1 구역,="2024-11-19 10:51:45",21.95,98.4,21.9,1798,8.88,240,2.1,310,260,0,
1 구역,="2024-11-19 10:52:47",21.3,99.9,21.3,1798,8.98,228,1.5,277,261,0,
1 구역,="2024-11-19 10:53:48",21.55,99.3,21.6,1798,9.04,220,1.5,254,263,0,
1 구역,="2024-11-19 10:54:50",21,99.7,21,1798,9.06,254,2.6,236,265,0,
1 구역,="2024-11-19 10:55:52",21.15,99.9,21.1,1797,9.1,246,3.1,237,266,0,
1 구역,="2024-11-19 10:56:53",20.7,99.9,20.7,1798,9.06,239,2.6,324,268,0,
1 구역,="2024-11-19 10:57:55",20.4,99.9,20.3,1798,9.08,248,2.6,533,270,0,
1 구역,="2024-11-19 10:58:57",20.7,99.2,20.7,1798,9.04,239,2.1,591,274,0,
1 구역,="2024-11-19 10:59:58",20.6,99.7,20.6,1798,9,210,1,435,277,0,
1 구역,="2024-11-19 11:01:00",20.5,99.9,20.5,1798,9.04,215,2.1,363,279,0,
1 구역,="2024-11-19 11:02:02",20.4,99.9,20.4,1797,9.12,243,1.5,387,282,0,
1 구역,="2024-11-19 11:03:03",20.9,98.1,20.9,1797,9.12,236,2.1,427,284,0,
1 구역,="2024-11-19 11:04:05",20.45,99.9,20.6,1797,9.22,229,2.6,344,287,0,
1 구역,="2024-11-19 11:05:06",21.05,99.9,21,1798,9.28,232,2.6,370,289,0,
1 구역,="2024-11-19 11:06:08",21,99.9,21,1798,9.3,246,2.1,388,291,0,
1 구역,="2024-11-19 11:07:10",21.05,98.2,21,1797,9.26,215,2.1,369,293,0,
1 구역,="2024-11-19 11:08:11",20.8,99.9,20.8,1798,9.26,224,1.5,463,296,0,
1 구역,="2024-11-19 11:09:13",20.95,98.4,20.9,1797,9.26,204,1.5,501,299,0,
1 구역,="2024-11-19 11:10:14",21.15,98.1,21.1,1797,9.24,210,1.5,496,302,0,
1 구역,="2024-11-19 11:11:16",21.55,98.7,21.6,1798,9.34,205,2.6,421,305,0,
1 구역,="2024-11-19 11:12:18",21.8,98.3,21.8,1798,9.4,201,1.5,268,307,0,
1 구역,="2024-11-19 11:13:19",21.7,99.9,21.7,1798,9.4,230,1.5,255,308,0,
1 구역,="2024-11-19 11:14:21",21.2,99.6,21.2,1797,9.32,202,2.1,287,310,0,
1 구역,="2024-11-19 11:15:23",21.45,98.1,21.6,1798,9.32,222,3.1,335,312,0,
1 구역,="2024-11-19 11:16:24",21.05,99.9,21,1797,9.34,213,2.6,429,314,0,
1 구역,="2024-11-19 11:17:26",21.05,99.9,21,1798,9.28,212,2.6,506,317,0,
1 구역,="2024-11-19 11:18:27",21.2,99.1,21.2,1797,9.34,220,1,504,320,0,
1 구역,="2024-11-19 11:19:29",20.9,99.8,20.9,1799,9.44,216,1.5,508,323,0,
1 구역,="2024-11-19 11:20:31",21.2,99.9,21.2,1798,9.6,227,1.5,571,327,0,
1 구역,="2024-11-19 11:21:33",21.75,97.9,21.7,1797,9.6,214,3.1,547,330,0,
1 구역,="2024-11-19 11:22:34",21.9,98.6,21.6,1797,9.84,201,1.5,501,333,0,
1 구역,="2024-11-19 11:23:36",22.1,98.8,22.1,1798,9.92,202,2.1,564,336,0,
1 구역,="2024-11-19 11:24:38",22.5,98.7,22.5,1798,9.92,216,2.6,437,340,0,
1 구역,="2024-11-19 11:25:39",22.5,99.3,22.5,1797,9.86,195,3.1,416,342,0,
1 구역,="2024-11-19 11:26:41",22.25,98.2,22.4,1797,9.92,186,2.6,480,345,0,
1 구역,="2024-11-19 11:27:43",22.8,97.2,22.8,1798,9.8,217,3.1,487,348,0,
1 구역,="2024-11-19 11:28:44",22.8,99.4,22.8,1797,9.74,211,2.1,569,351,0,
1 구역,="2024-11-19 11:29:46",22.75,99.9,22.7,1798,9.8,205,3.6,553,355,0,
1 구역,="2024-11-19 11:30:47",23.15,98.3,23.1,1798,9.88,227,3.1,550,358,0,
1 구역,="2024-11-19 11:31:49",23,98.7,23,1798,9.88,229,2.1,488,361,0,
1 구역,="2024-11-19 11:32:51",22.95,99.6,22.9,1799,10,197,2.6,402,364,0,
1 구역,="2024-11-19 11:33:52",22.9,99.9,22.9,1797,10.08,201,2.1,374,366,0,
1 구역,="2024-11-19 11:34:54",22.75,98.8,22.9,1798,10.12,233,2.1,362,369,0,
1 구역,="2024-11-19 11:35:56",22.65,99.9,22.6,1798,10.04,220,1.5,389,371,0,
1 구역,="2024-11-19 11:36:57",22.25,99.9,22.2,1798,9.98,208,2.1,428,373,0,
1 구역,="2024-11-19 11:37:59",21.95,99.9,21.9,1798,9.92,221,3.1,458,376,0,
1 구역,="2024-11-19 11:39:00",21.95,99.9,21.9,1798,9.96,207,3.1,449,379,0,
1 구역,="2024-11-19 11:40:02",21.75,99.9,21.7,1798,9.94,251,2.1,387,382,0,
1 구역,="2024-11-19 11:41:04",21.8,97.9,21.8,1797,9.94,221,4.2,353,384,0,
1 구역,="2024-11-19 11:42:06",21.8,99.3,21.8,1799,9.92,213,2.6,350,386,0,
1 구역,="2024-11-19 11:43:07",21.6,99.9,21.6,1799,9.86,207,2.6,340,388,0,
1 구역,="2024-11-19 11:44:09",21.2,99.9,21.2,1797,9.84,213,2.6,354,390,0,
1 구역,="2024-11-19 11:45:11",21,98.9,21,1797,9.8,239,3.1,392,392,0,
1 구역,="2024-11-19 11:46:12",20.7,99.9,20.7,1797,9.9,225,2.6,462,395,0,
1 구역,="2024-11-19 11:47:14",21.05,98.5,21,1798,9.92,235,3.1,483,398,0,
1 구역,="2024-11-19 11:48:16",21.15,99.9,21.1,1797,9.9,230,3.1,454,401,0,
1 구역,="2024-11-19 11:49:18",20.4,99.9,20.4,1798,9.96,219,1,448,404,0,
1 구역,="2024-11-19 11:50:20",21.05,99.9,21,1798,9.94,216,2.1,427,406,0,
1 구역,="2024-11-19 11:51:21",21.35,99.9,21.3,1799,9.98,241,1.5,401,409,0,
1 구역,="2024-11-19 11:52:23",21.7,98,21.7,1798,10.08,236,2.1,394,411,0,
1 구역,="2024-11-19 11:53:24",21.6,98.2,21.7,1798,10.14,186,1.5,388,414,0,
1 구역,="2024-11-19 11:54:26",21.35,99.9,21.3,1797,10.16,221,1,387,416,0,
1 구역,="2024-11-19 11:55:28",21.65,99.4,21.6,1798,10.2,195,2.1,399,418,0,
1 구역,="2024-11-19 11:56:30",21.9,98.2,21.7,1798,10.24,201,2.6,408,421,0,
1 구역,="2024-11-19 11:57:31",21.9,98.1,21.9,1797,10.18,247,2.1,425,424,0,
1 구역,="2024-11-19 11:58:33",22.1,96.8,22.1,1798,10.12,244,3.1,443,426,0,
1 구역,="2024-11-19 11:59:35",22.45,95.1,22.4,1797,10.1,225,1.5,430,429,0,
1 구역,="2024-11-19 12:00:37",22.5,96.1,22.5,1798,10.1,245,3.6,422,431,0,
1 구역,="2024-11-19 12:01:39",22.65,96.8,22.6,1797,10.06,267,1,421,434,0,
1 구역,="2024-11-19 12:02:41",22.75,97.3,22.7,1797,10.12,265,0.5,401,437,0,
1 구역,="2024-11-19 12:03:43",22.75,97.9,22.7,1797,10.22,262,1,399,439,0,
1 구역,="2024-11-19 12:04:45",23.05,97.5,23,1798,10.24,305,2.1,402,442,0,
1 구역,="2024-11-19 12:05:47",22.9,97.9,22.9,1798,10.34,279,2.1,370,444,0,
1 구역,="2024-11-19 12:06:48",22.5,99.9,22.5,1798,10.46,239,1.5,341,446,0,
1 구역,="2024-11-19 12:07:50",21.85,99.9,21.9,1797,10.6,263,1,322,448,0,
1 구역,="2024-11-19 12:08:52",22.1,99.4,22.1,1799,10.58,259,2.1,319,450,0,
1 구역,="2024-11-19 12:09:54",22,99.9,21.9,1798,10.66,254,1.5,335,452,0,
1 구역,="2024-11-19 12:10:56",21.6,99.9,21.6,1798,10.62,239,1.5,334,454,0,
1 구역,="2024-11-19 12:11:58",21.7,99.9,21.7,1797,10.74,250,1,330,456,0,
1 구역,="2024-11-19 12:13:00",21.35,99.9,21.3,1797,10.78,260,1,347,458,0,
1 구역,="2024-11-19 12:14:02",21.1,99.9,21.1,1798,10.88,237,2.1,362,460,0,
1 구역,="2024-11-19 12:15:04",21.4,99.9,21.4,1798,10.88,242,3.6,363,463,0,
1 구역,="2024-11-19 12:16:06",21.25,99.9,21.2,1797,10.96,226,1,355,465,0,
1 구역,="2024-11-19 12:17:08",20.75,99.9,20.7,1798,10.72,250,2.6,330,467,0,
1 구역,="2024-11-19 12:18:10",20.95,99.9,20.9,1798,10.5,247,2.1,312,469,0,
1 구역,="2024-11-19 12:19:12",20.95,98.7,21,1799,10.44,242,3.1,303,471,0,
1 구역,="2024-11-19 12:20:14",21,99.9,21,1798,10.38,258,2.1,312,473,0,
1 구역,="2024-11-19 12:21:16",21.3,99.3,21.3,1797,10.24,267,3.1,334,475,0,
1 구역,="2024-11-19 12:22:18",21.65,98.3,21.4,1797,10.24,261,1.5,327,477,0,
1 구역,="2024-11-19 12:23:19",21.45,99.9,21.4,1798,10.26,248,1.5,331,479,0,
1 구역,="2024-11-19 12:24:21",21.55,99.9,21.5,1799,10.16,288,2.1,327,481,0,
1 구역,="2024-11-19 12:25:23",21.1,99.9,21.1,1798,10.12,265,1.5,317,483,0,
1 구역,="2024-11-19 12:26:25",21.9,99.5,21.9,1798,10.1,307,0,306,485,0,
1 구역,="2024-11-19 12:27:27",21.65,98.8,21.6,1797,10.1,220,2.6,297,487,0,
1 구역,="2024-11-19 12:28:29",21.75,99.9,21.7,1797,10.08,263,1.5,288,488,0,
1 구역,="2024-11-19 12:29:31",21.95,99.3,21.7,1797,10.1,238,1,286,490,0,
1 구역,="2024-11-19 12:30:33",22,99.9,22,1798,10.16,245,0.5,285,492,0,
1 구역,="2024-11-19 12:31:35",21.95,99.7,21.9,1799,10.24,251,2.1,281,494,0,
1 구역,="2024-11-19 12:32:37",22,99.9,22,1797,10.36,247,1.5,267,495,0,
1 구역,="2024-11-19 12:33:39",21.7,99.9,21.7,1798,10.4,252,1,241,497,0,
1 구역,="2024-11-19 12:34:41",21.65,98.8,21.6,1798,10.38,219,1,217,498,0,
1 구역,="2024-11-19 12:35:43",21.2,99.9,21.2,1798,10.38,220,2.1,204,500,0,
1 구역,="2024-11-19 12:36:45",21.3,99.9,21.3,1798,10.36,200,2.6,191,501,0,
1 구역,="2024-11-19 12:37:47",21.35,99.9,21.3,1797,10.3,205,0.5,192,502,0,
1 구역,="2024-11-19 12:38:48",21.4,99.1,21.5,1797,10.24,201,1.5,189,503,0,
1 구역,="2024-11-19 12:39:50",20.95,99.9,20.9,1799,10.28,215,1,186,504,0,
1 구역,="2024-11-19 12:40:52",20.75,99.9,20.7,1798,10.22,212,1,187,506,0,
1 구역,="2024-11-19 12:41:54",21.05,99.9,20.9,1797,10.22,217,1.5,197,507,0,
1 구역,="2024-11-19 12:42:56",20.7,99.9,20.7,1798,10.18,233,2.1,207,508,0,
1 구역,="2024-11-19 12:43:58",20.6,99.9,20.6,1798,10.24,249,1,204,509,0,
1 구역,="2024-11-19 12:45:00",20.5,99.9,20.5,1798,10.24,202,1.5,208,510,0,
1 구역,="2024-11-19 12:46:02",20.85,99.9,20.8,1798,10.2,191,1.5,207,512,0,
1 구역,="2024-11-19 12:47:04",21.1,99.9,21,1798,10.18,239,1,204,513,0,
1 구역,="2024-11-19 12:48:06",20.6,99.9,20.6,1797,10.22,204,2.1,211,514,0,
1 구역,="2024-11-19 12:49:08",20.9,99.9,20.9,1797,10.26,231,1.5,210,516,0,
1 구역,="2024-11-19 12:50:10",20.8,99.9,20.8,1798,10.2,270,1,209,517,0,
1 구역,="2024-11-19 12:51:12",21,99.4,21,1798,10.22,222,1.5,208,518,0,
1 구역,="2024-11-19 12:52:14",20.85,98.8,20.8,1798,10.18,189,1.5,207,519,0,
1 구역,="2024-11-19 12:53:15",21,99.6,21,1798,10.2,199,1,209,521,0,
1 구역,="2024-11-19 12:54:17",20.75,99.9,20.7,1796,10.18,197,0,205,522,0,
1 구역,="2024-11-19 12:55:19",20.7,99.9,20.7,1798,10.26,226,2.1,201,523,0,
1 구역,="2024-11-19 12:56:21",21.3,99,21.1,1797,10.32,221,2.1,199,524,0,
1 구역,="2024-11-19 12:57:23",21.4,99.4,21.4,1797,10.32,224,1,196,526,0,
1 구역,="2024-11-19 12:58:25",21.15,99.9,21.1,1797,10.24,241,1.5,192,527,0,
1 구역,="2024-11-19 12:59:27",21.3,99.9,21.3,1798,10.26,230,1.5,195,528,0,
1 구역,="2024-11-19 13:00:29",21.25,99.9,21.2,1798,10.24,223,1.5,191,529,0,
1 구역,="2024-11-19 13:01:31",21.2,99.9,21.2,1797,10.16,232,2.1,193,530,0,
1 구역,="2024-11-19 13:02:33",21.35,99.9,21.3,1797,10.2,243,1.5,208,532,0,
1 구역,="2024-11-19 13:03:35",21.7,98.6,21.7,1799,10.22,259,2.1,213,533,0,
1 구역,="2024-11-19 13:04:37",21.5,99.9,21.5,1798,10.2,232,0.5,215,534,0,
1 구역,="2024-11-19 13:05:39",21.15,99.9,21.5,1797,10.14,232,0.5,222,536,0,
1 구역,="2024-11-19 13:06:41",21.3,99.9,21.3,1798,10.24,255,1,231,537,0,
1 구역,="2024-11-19 13:07:43",21.5,99.9,21.5,1797,10.26,240,1,241,538,0,
1 구역,="2024-11-19 13:08:45",21.6,99.9,21.6,1798,10.32,214,1.5,244,540,0,
1 구역,="2024-11-19 13:09:47",21.75,99.7,21.7,1799,10.34,213,2.6,239,541,0,
1 구역,="2024-11-19 13:10:49",21.65,99.9,21.6,1798,10.4,235,2.6,229,543,0,
1 구역,="2024-11-19 13:11:51",21.5,99.9,21.5,1798,10.4,252,2.1,225,544,0,
1 구역,="2024-11-19 13:12:53",21.8,99.9,21.8,1798,10.4,226,2.1,229,546,0,
1 구역,="2024-11-19 13:13:54",21.85,99.9,21.8,1797,10.34,264,1,226,547,0,
1 구역,="2024-11-19 13:14:56",21.9,99.9,21.9,1797,10.4,222,1.5,227,548,0,
1 구역,="2024-11-19 13:15:58",21.65,99.9,21.6,1797,10.24,237,1.5,237,550,0,
1 구역,="2024-11-19 13:17:00",21.6,99.9,21.6,1799,10.26,213,1,244,551,0,
1 구역,="2024-11-19 13:18:02",21.7,99.9,21.7,1798,10.2,256,0.5,251,553,0,
1 구역,="2024-11-19 13:19:04",21.85,99.9,21.8,1798,10.2,229,1,255,554,0,
1 구역,="2024-11-19 13:20:06",21.85,99.9,21.8,1797,10.2,216,2.6,254,556,0,
1 구역,="2024-11-19 13:21:08",21.95,99.5,21.9,1798,10.24,217,2.6,266,558,0,
1 구역,="2024-11-19 13:22:10",21.6,99.9,21.6,1798,10.22,227,0,268,559,0,
1 구역,="2024-11-19 13:23:12",22.05,99.9,22,1798,10.34,209,1.5,266,561,0,
1 구역,="2024-11-19 13:24:14",21.55,99.9,21.5,1797,10.44,190,2.1,276,563,0,
1 구역,="2024-11-19 13:25:16",21.75,98.7,21.9,1797,10.38,252,2.1,292,564,0,
1 구역,="2024-11-19 13:26:18",21.45,99.9,21.4,1798,10.42,276,1.5,304,566,0,
1 구역,="2024-11-19 13:27:19",21.8,99.8,21.8,1797,10.58,256,0.5,316,568,0,
1 구역,="2024-11-19 13:28:21",21.8,99.3,21.8,1798,10.56,302,1,372,570,0,
1 구역,="2024-11-19 13:29:23",22,98.7,22,1798,10.54,269,1.5,405,573,0,
1 구역,="2024-11-19 13:30:25",21.75,97.3,21.7,1797,10.7,283,2.1,411,575,0,
1 구역,="2024-11-19 13:31:27",22.25,97.4,22.2,1797,10.78,261,1,414,578,0,
1 구역,="2024-11-19 13:32:29",22.15,99.2,22.1,1798,10.82,216,1.5,399,580,0,
1 구역,="2024-11-19 13:33:31",22.6,96.6,22.6,1797,10.94,201,2.1,425,583,0,
1 구역,="2024-11-19 13:34:33",22.75,95.6,22.8,1799,11.06,188,1,375,585,0,
1 구역,="2024-11-19 13:35:35",22.3,98.4,22.3,1798,11.04,223,1.5,303,587,0,
1 구역,="2024-11-19 13:36:37",23.35,94.7,23.3,1798,11.04,178,1.5,291,589,0,
1 구역,="2024-11-19 13:37:39",22.9,97.2,22.6,1797,11.1,184,1,285,591,0,
1 구역,="2024-11-19 13:38:41",22.9,96.3,22.9,1797,11.08,221,1.5,287,593,0,
1 구역,="2024-11-19 13:39:43",22.6,98.8,22.6,1798,11.06,238,1.5,291,594,0,
1 구역,="2024-11-19 13:40:45",22.2,98.3,22.2,1798,11.08,232,1,280,596,0,
1 구역,="2024-11-19 13:41:47",21.9,98.9,22.1,1798,11.18,246,2.1,260,598,0,
1 구역,="2024-11-19 13:42:49",22.1,96.9,22.1,1798,11.14,230,1,248,599,0,
1 구역,="2024-11-19 13:43:51",21.7,98.5,21.7,1797,11.2,255,1.5,250,601,0,
1 구역,="2024-11-19 13:44:52",21.45,97.7,21.4,1798,11.18,257,3.1,259,603,0,
1 구역,="2024-11-19 13:45:54",21.6,97.5,21.6,1798,11.16,268,2.1,266,604,0,
1 구역,="2024-11-19 13:46:56",21.5,97.4,21.5,1797,11.08,253,2.1,273,606,0,
1 구역,="2024-11-19 13:47:57",21.4,96.9,21.4,1798,11.1,233,1,276,607,0,
1 구역,="2024-11-19 13:48:59",21.65,97.8,21.6,1798,11.12,246,2.1,270,609,0,
1 구역,="2024-11-19 13:50:00",21.55,98.7,21.5,1798,11.14,258,1,274,611,0,
1 구역,="2024-11-19 13:51:02",21.95,97.4,21.9,1796,11.06,239,2.1,294,613,0,
1 구역,="2024-11-19 13:52:04",21.9,99.1,21.8,1799,11.14,251,1.5,303,614,0,
1 구역,="2024-11-19 13:53:06",21.9,98.8,21.9,1799,10.86,222,1,307,616,0,
1 구역,="2024-11-19 13:54:08",21.95,98.8,21.9,1798,10.84,246,2.1,316,618,0,
1 구역,="2024-11-19 13:55:10",22.1,97.6,22.1,1798,10.9,219,1,296,620,0,
1 구역,="2024-11-19 13:56:12",22.25,97.3,22.2,1798,10.84,247,2.1,273,622,0,
1 구역,="2024-11-19 13:57:14",21.9,99,21.9,1798,10.92,234,2.6,252,623,0,
1 구역,="2024-11-19 13:58:15",22.1,98.7,22.1,1798,10.92,261,2.1,247,625,0,
1 구역,="2024-11-19 13:59:17",22.25,98.3,22.2,1797,10.86,234,1,247,626,0,
1 구역,="2024-11-19 14:00:19",21.8,98.8,21.8,1797,10.84,244,1,241,628,0,
1 구역,="2024-11-19 14:01:21",21.9,99.9,21.9,1797,10.8,220,1,235,629,0,
1 구역,="2024-11-19 14:02:23",21.65,99.8,21.7,1799,10.78,238,2.1,236,631,0,
1 구역,="2024-11-19 14:03:25",21.7,97.3,21.7,1798,10.88,233,1,224,632,0,
1 구역,="2024-11-19 14:04:27",21.55,99.3,21.5,1797,10.9,260,1.5,210,634,0,
1 구역,="2024-11-19 14:05:29",21,99.9,20.9,1797,10.92,228,2.6,218,635,0,
1 구역,="2024-11-19 14:06:31",21.25,97.9,21.2,1797,10.94,236,1.5,208,636,0,
1 구역,="2024-11-19 14:07:33",20.45,99,20.5,1797,11,230,1,200,638,0,
1 구역,="2024-11-19 14:08:34",20.8,97.8,20.8,1798,11.04,248,1.5,201,639,0,
1 구역,="2024-11-19 14:09:36",20.55,96.7,20.5,1799,11.1,251,2.1,185,640,0,
1 구역,="2024-11-19 14:10:38",20.2,99.9,20.2,1799,11.14,230,0.5,180,641,0,
1 구역,="2024-11-19 14:11:40",19.85,99.4,19.8,1798,11.14,236,1,181,642,0,
1 구역,="2024-11-19 14:12:42",19.7,99.9,19.7,1798,11.04,288,0.5,176,643,0,
1 구역,="2024-11-19 14:13:44",19.6,99.9,19.6,1798,10.98,250,1,176,644,0,
1 구역,="2024-11-19 14:14:46",19.4,99.4,19.4,1798,11.06,215,1,175,645,0,
1 구역,="2024-11-19 14:15:48",19.45,99,19.2,1797,11.02,243,0.5,173,647,0,
1 구역,="2024-11-19 14:16:50",19.3,99.4,19.3,1799,11.06,250,2.1,174,648,0,
1 구역,="2024-11-19 14:17:52",19.2,99.3,19.2,1798,11.08,269,1,169,649,0,
1 구역,="2024-11-19 14:18:54",19.4,98.3,19.4,1798,11.02,211,1.5,172,650,0,
1 구역,="2024-11-19 14:19:56",19.3,99.9,19.3,1799,10.9,256,0.5,172,651,0,
1 구역,="2024-11-19 14:20:58",19.25,99.9,19.2,1798,10.94,249,2.6,168,652,0,
1 구역,="2024-11-19 14:21:59",19.6,97.6,19.6,1799,10.94,250,2.1,170,653,0,
1 구역,="2024-11-19 14:23:01",19.55,99.2,19.5,1798,10.94,257,0.5,165,654,0,
1 구역,="2024-11-19 14:24:02",19.65,99,19.6,1797,10.96,257,0,164,655,0,
1 구역,="2024-11-19 14:25:04",19.8,98.2,19.8,1798,10.98,238,1,163,656,0,
1 구역,="2024-11-19 14:26:06",19.85,99.1,19.8,1798,10.94,246,2.1,160,657,0,
1 구역,="2024-11-19 14:27:07",19.75,99.6,19.7,1797,10.88,246,1.5,166,658,0,
1 구역,="2024-11-19 14:28:09",19.75,99.9,19.7,1798,10.82,244,1,156,659,0,
1 구역,="2024-11-19 14:29:10",20.1,97.5,20.1,1799,10.82,248,1,140,660,0,
1 구역,="2024-11-19 14:30:12",20.25,97.9,20.2,1799,10.82,265,1,137,661,0,
1 구역,="2024-11-19 14:31:14",20.1,99.9,20.1,1798,10.8,265,0,140,662,0,
1 구역,="2024-11-19 14:32:15",19.8,99.9,19.8,1798,10.82,256,1,152,662,0,
1 구역,="2024-11-19 14:33:17",20,98.6,20,1797,10.94,242,1.5,158,663,0,
1 구역,="2024-11-19 14:34:18",20,99.5,20,1798,11.02,212,1.5,156,664,0,
1 구역,="2024-11-19 14:35:20",20.1,98.7,20.1,1798,11.08,198,0.5,161,665,0,
1 구역,="2024-11-19 14:36:22",19.85,99.9,19.8,1800,11.06,210,0.5,158,666,0,
1 구역,="2024-11-19 14:37:23",20,99.5,20,1798,11.1,209,0,149,667,0,
1 구역,="2024-11-19 14:38:25",20.6,97.5,20.6,1798,11.06,202,0,158,668,0,
1 구역,="2024-11-19 14:39:27",20.25,97.9,20.2,1798,11.06,243,1.5,167,669,0,
1 구역,="2024-11-19 14:40:28",20.05,98.1,20,1798,11.02,261,1,168,670,0,
1 구역,="2024-11-19 14:41:30",20.35,98,20.3,1798,11.08,221,1.5,164,671,0,
1 구역,="2024-11-19 14:42:31",20.3,98.7,20.1,1798,11.04,230,0.5,160,672,0,
1 구역,="2024-11-19 14:43:33",20.05,99.9,20,1796,11.08,200,1.5,160,673,0,
1 구역,="2024-11-19 14:44:35",20.35,99,20.3,1798,11.02,223,1.5,165,674,0,
1 구역,="2024-11-19 14:45:36",20.15,99.9,20.1,1799,11,231,1.5,171,675,0,
1 구역,="2024-11-19 14:46:38",20.2,99.9,20.2,1799,10.94,214,0.5,173,676,0,
1 구역,="2024-11-19 14:47:40",20.55,98.4,20.5,1798,10.96,218,2.1,168,677,0,
1 구역,="2024-11-19 14:48:41",20.3,99.3,20.3,1798,10.86,248,1,159,678,0,
1 구역,="2024-11-19 14:49:43",20.3,99.9,20.3,1798,10.94,270,1,159,679,0,
1 구역,="2024-11-19 14:50:45",20.45,98.2,20.4,1797,10.98,265,0.5,160,680,0,
1 구역,="2024-11-19 14:51:46",20.4,99.9,20.4,1798,11.02,264,0,160,681,0,
1 구역,="2024-11-19 14:52:48",20.55,99.4,20.5,1797,11.08,263,0,166,682,0,
1 구역,="2024-11-19 14:53:50",20.6,99.9,20.6,1799,11.18,255,2.1,167,683,0,
1 구역,="2024-11-19 14:54:51",20.55,99.8,20.5,1797,11.18,254,2.1,179,684,0,
1 구역,="2024-11-19 14:55:53",20.55,99.5,20.5,1798,11.2,240,1.5,184,685,0,
1 구역,="2024-11-19 14:56:54",20.6,99.4,20.6,1799,11.2,239,1,168,686,0,
1 구역,="2024-11-19 14:57:56",20.3,99.9,20.3,1797,11.22,240,0,164,687,0,
1 구역,="2024-11-19 14:58:58",20.5,99.9,20.5,1798,11.14,240,1,163,688,0,
1 구역,="2024-11-19 14:59:59",20.1,99.9,20.1,1798,11.16,223,1,178,690,0,
1 구역,="2024-11-19 15:01:01",20.2,99.9,20.2,1798,11.14,229,1,197,691,0,
1 구역,="2024-11-19 15:02:03",20.35,99.9,20.3,1797,11.2,249,0.5,186,692,0,
